transaction_id|transaction_date|transaction_time|transaction_qty|store_id|store_location|product_id|unit_price|product_description
23333|2023-02-11|10:29:56|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
23455|2023-02-11|14:19:59|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
23579|2023-02-11|19:32:46|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
23855|2023-02-12|10:09:33|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
24554|2023-02-13|10:56:57|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
24664|2023-02-13|15:13:00|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
25279|2023-02-14|16:05:51|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
25862|2023-02-15|14:34:34|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
26245|2023-02-16|09:15:11|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
28300|2023-02-19|14:34:34|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
28561|2023-02-20|08:21:01|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
28711|2023-02-20|09:44:30|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
28951|2023-02-20|15:01:52|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
29767|2023-02-22|08:23:42|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
30594|2023-02-23|14:00:07|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
31102|2023-02-24|11:46:58|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
32902|2023-02-27|10:57:37|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
37931|2023-03-07|09:44:57|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
38429|2023-03-08|08:02:50|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
38510|2023-03-08|09:02:19|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
38576|2023-03-08|09:40:48|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
38627|2023-03-08|10:18:15|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
38679|2023-03-08|10:54:04|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
39095|2023-03-09|06:56:09|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
39147|2023-03-09|07:45:34|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
39836|2023-03-10|06:59:36|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
40479|2023-03-10|17:24:17|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
40938|2023-03-11|10:54:15|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
41055|2023-03-11|14:19:59|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
41543|2023-03-12|10:09:33|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
42333|2023-03-13|10:56:57|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
42479|2023-03-13|14:49:38|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
42495|2023-03-13|15:13:00|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
42523|2023-03-13|15:51:35|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
43175|2023-03-14|14:02:45|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
43222|2023-03-14|16:05:51|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
43896|2023-03-15|14:34:34|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
44015|2023-03-15|18:22:40|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
44808|2023-03-16|19:59:51|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
44946|2023-03-17|07:50:20|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
45238|2023-03-17|10:53:24|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
46208|2023-03-18|18:20:11|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
46803|2023-03-19|14:34:34|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
46834|2023-03-19|15:18:36|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
47051|2023-03-20|08:15:04|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
47065|2023-03-20|08:21:01|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
47533|2023-03-20|15:01:52|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
47702|2023-03-21|07:08:18|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
48651|2023-03-22|10:52:28|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
49157|2023-03-23|08:26:23|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
52174|2023-03-27|10:57:37|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
54823|2023-03-31|12:45:47|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
60108|2023-04-07|09:44:57|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
60678|2023-04-08|07:30:17|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
60816|2023-04-08|08:50:48|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
60855|2023-04-08|09:13:06|2|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
60917|2023-04-08|09:40:48|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
60945|2023-04-08|10:01:12|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
60975|2023-04-08|10:18:15|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
61060|2023-04-08|10:54:04|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
61637|2023-04-09|07:46:10|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
62471|2023-04-10|06:59:36|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
62518|2023-04-10|07:17:46|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
62956|2023-04-10|10:52:37|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
63055|2023-04-10|12:45:47|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
63770|2023-04-11|10:29:56|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
64174|2023-04-11|19:32:46|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
65496|2023-04-13|10:31:40|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
65738|2023-04-13|15:13:00|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
65847|2023-04-13|18:17:34|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
66529|2023-04-14|14:02:45|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
67582|2023-04-15|18:22:40|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
69114|2023-04-17|10:53:24|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
69951|2023-04-18|10:53:42|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
70287|2023-04-18|18:20:11|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
71065|2023-04-19|14:34:34|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
71097|2023-04-19|15:18:36|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
71194|2023-04-19|18:22:40|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
71343|2023-04-20|08:15:04|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
73070|2023-04-22|08:23:42|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
73214|2023-04-22|10:12:04|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
73277|2023-04-22|10:52:28|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
74287|2023-04-23|14:00:07|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
74661|2023-04-24|07:44:15|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
76920|2023-04-26|14:00:49|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
79758|2023-04-30|08:15:04|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
87059|2023-05-07|09:44:57|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
87776|2023-05-08|07:30:17|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
87858|2023-05-08|08:02:50|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
87981|2023-05-08|08:50:48|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
88032|2023-05-08|09:13:06|2|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
88148|2023-05-08|10:01:12|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
88189|2023-05-08|10:18:15|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
89209|2023-05-09|08:57:44|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
89472|2023-05-09|10:31:17|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
90070|2023-05-10|06:59:36|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
90676|2023-05-10|10:52:37|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
90807|2023-05-10|12:45:47|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
91055|2023-05-10|17:24:17|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
91711|2023-05-11|10:29:56|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
91975|2023-05-11|14:19:59|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
92211|2023-05-11|19:32:46|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
93944|2023-05-13|10:56:57|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
94169|2023-05-13|15:13:00|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
94208|2023-05-13|15:51:35|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
94331|2023-05-13|18:17:34|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
94928|2023-05-14|10:02:07|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
95243|2023-05-14|14:02:45|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
95606|2023-05-15|07:27:34|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
96567|2023-05-15|18:22:40|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
97348|2023-05-16|10:54:49|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
97858|2023-05-16|19:59:51|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
99568|2023-05-18|10:53:42|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
100482|2023-05-19|08:52:22|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
101434|2023-05-20|08:15:04|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
101453|2023-05-20|08:21:01|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
101762|2023-05-20|09:44:30|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
103727|2023-05-22|08:23:42|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
103929|2023-05-22|10:12:04|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
104013|2023-05-22|10:52:28|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
104863|2023-05-23|08:26:23|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
105332|2023-05-23|14:00:07|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
105816|2023-05-24|07:44:15|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
106253|2023-05-24|11:46:58|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
106911|2023-05-25|07:31:58|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
107362|2023-05-25|11:43:48|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
108558|2023-05-26|14:00:49|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
112148|2023-05-30|07:53:09|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
112431|2023-05-30|09:44:57|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
113127|2023-05-31|07:30:17|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
113429|2023-05-31|09:44:57|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
113537|2023-05-31|10:29:56|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
121185|2023-06-07|09:44:57|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
122053|2023-06-08|08:02:50|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
122170|2023-06-08|08:50:48|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
122207|2023-06-08|09:02:19|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
122227|2023-06-08|09:13:06|2|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
122376|2023-06-08|10:18:15|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
122493|2023-06-08|10:54:04|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
122999|2023-06-08|17:48:46|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
123189|2023-06-09|06:56:09|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
123292|2023-06-09|07:45:34|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
123296|2023-06-09|07:46:10|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
124475|2023-06-10|06:59:36|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
124537|2023-06-10|07:17:46|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
125122|2023-06-10|10:52:37|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
125250|2023-06-10|12:45:47|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
125503|2023-06-10|17:24:17|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
126240|2023-06-11|10:29:56|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
126301|2023-06-11|10:54:15|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
126534|2023-06-11|14:19:59|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
128755|2023-06-13|10:56:57|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
128978|2023-06-13|15:13:00|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
129019|2023-06-13|15:51:35|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
129810|2023-06-14|10:02:07|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
130173|2023-06-14|14:02:45|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
130267|2023-06-14|16:05:51|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
130818|2023-06-15|08:52:22|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
131605|2023-06-15|18:22:40|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
131734|2023-06-16|06:47:40|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
132455|2023-06-16|10:54:49|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
133017|2023-06-16|19:59:51|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
134060|2023-06-17|17:54:55|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
134881|2023-06-18|10:53:42|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
135358|2023-06-18|18:20:11|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
136472|2023-06-19|14:34:34|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
136514|2023-06-19|15:18:36|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
137231|2023-06-20|09:44:30|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
137695|2023-06-20|15:01:52|1|3|Astoria|1|18.00|Organic Brazilian Coffee Beans
137962|2023-06-21|07:08:18|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
139335|2023-06-22|08:23:42|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
139552|2023-06-22|10:12:04|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
139628|2023-06-22|10:52:28|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
140501|2023-06-23|08:26:23|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
141035|2023-06-23|14:00:07|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
141569|2023-06-24|07:44:15|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
142053|2023-06-24|11:46:58|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
142766|2023-06-25|07:31:58|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
143266|2023-06-25|11:43:48|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
144620|2023-06-26|14:00:49|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
145652|2023-06-27|10:57:37|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
148710|2023-06-30|09:13:06|2|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
149003|2023-06-30|10:54:04|1|5|Lower Manhattan|1|18.00|Organic Brazilian Coffee Beans
149430|2023-06-30|19:32:46|1|8|Hell's Kitchen|1|18.00|Organic Brazilian Coffee Beans
4524|2023-01-09|08:23:35|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
4676|2023-01-09|10:11:01|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
5571|2023-01-11|06:09:33|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
6652|2023-01-12|19:37:21|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
7176|2023-01-13|16:01:39|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
7637|2023-01-14|10:53:48|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
8042|2023-01-15|08:58:01|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
8768|2023-01-16|09:26:28|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
9253|2023-01-17|07:54:47|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
9837|2023-01-18|08:35:27|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
9947|2023-01-18|09:57:02|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
10053|2023-01-18|11:10:23|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
10475|2023-01-19|09:00:12|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
11156|2023-01-20|10:14:27|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
11235|2023-01-20|11:44:07|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
11724|2023-01-21|09:54:12|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
11737|2023-01-21|10:00:31|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
11947|2023-01-21|15:15:57|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
12725|2023-01-23|09:33:18|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
12913|2023-01-23|13:41:32|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
13190|2023-01-24|07:17:52|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
13861|2023-01-25|08:42:38|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
13921|2023-01-25|09:38:07|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
14751|2023-01-26|15:28:27|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
14921|2023-01-27|07:41:42|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
16431|2023-01-30|07:17:52|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
16653|2023-01-30|10:54:09|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
21716|2023-02-08|16:46:22|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
22955|2023-02-10|17:06:31|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
23281|2023-02-11|09:57:05|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
24132|2023-02-12|17:49:47|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
24869|2023-02-14|08:29:44|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
26052|2023-02-16|07:18:10|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
26401|2023-02-16|11:29:45|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
26816|2023-02-17|09:09:26|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
27188|2023-02-18|06:48:20|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
27372|2023-02-18|08:55:24|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
27996|2023-02-19|08:58:01|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
30604|2023-02-23|14:21:53|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
30785|2023-02-24|06:13:40|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
31577|2023-02-25|09:38:07|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
32335|2023-02-26|13:51:11|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
32406|2023-02-26|15:28:27|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
39221|2023-03-09|08:23:35|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
39412|2023-03-09|10:11:01|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
39647|2023-03-09|14:40:33|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
39994|2023-03-10|08:30:03|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
40975|2023-03-11|11:42:44|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
41585|2023-03-12|10:32:36|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
41847|2023-03-12|17:49:47|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
41902|2023-03-12|19:37:21|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
42532|2023-03-13|16:01:39|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
42744|2023-03-14|08:29:44|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
44779|2023-03-16|19:01:28|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
44833|2023-03-17|06:33:36|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
44891|2023-03-17|07:23:42|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
45296|2023-03-17|12:03:34|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
45534|2023-03-18|06:48:20|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
45723|2023-03-18|08:35:27|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
47083|2023-03-20|08:28:20|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
47715|2023-03-21|07:40:01|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
47793|2023-03-21|08:32:23|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
49477|2023-03-23|14:21:53|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
51828|2023-03-27|07:41:42|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
60048|2023-04-07|09:11:56|1|8|Hell's Kitchen|2|18.00|Old Time Diner Coffee Beans
60059|2023-04-07|09:17:48|1|5|Lower Manhattan|2|18.00|Old Time Diner Coffee Beans
61543|2023-04-08|19:50:08|1|3|Astoria|2|18.00|Old Time Diner Coffee Beans
