transaction_id|transaction_date|transaction_time|transaction_qty|store_id|store_location|product_id|unit_price|product_category|product_type|product_detail
38627|2023-03-08|10:18:15|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
38679|2023-03-08|10:54:04|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
39095|2023-03-09|06:56:09|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
39147|2023-03-09|07:45:34|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
39836|2023-03-10|06:59:36|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
40479|2023-03-10|17:24:17|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
40938|2023-03-11|10:54:15|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
41055|2023-03-11|14:19:59|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
41543|2023-03-12|10:09:33|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
42333|2023-03-13|10:56:57|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
42479|2023-03-13|14:49:38|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
42495|2023-03-13|15:13:00|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
42523|2023-03-13|15:51:35|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
43175|2023-03-14|14:02:45|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
43222|2023-03-14|16:05:51|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
43896|2023-03-15|14:34:34|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
44015|2023-03-15|18:22:40|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
44808|2023-03-16|19:59:51|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
44946|2023-03-17|07:50:20|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
45238|2023-03-17|10:53:24|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
46208|2023-03-18|18:20:11|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
46803|2023-03-19|14:34:34|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
46834|2023-03-19|15:18:36|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
47051|2023-03-20|08:15:04|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
47065|2023-03-20|08:21:01|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
47533|2023-03-20|15:01:52|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
47702|2023-03-21|07:08:18|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
48651|2023-03-22|10:52:28|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
49157|2023-03-23|08:26:23|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
52174|2023-03-27|10:57:37|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
54823|2023-03-31|12:45:47|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
60108|2023-04-07|09:44:57|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
60678|2023-04-08|07:30:17|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
60816|2023-04-08|08:50:48|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
60855|2023-04-08|09:13:06|2|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
60917|2023-04-08|09:40:48|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
60945|2023-04-08|10:01:12|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
60975|2023-04-08|10:18:15|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
61060|2023-04-08|10:54:04|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
61637|2023-04-09|07:46:10|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
62471|2023-04-10|06:59:36|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
62518|2023-04-10|07:17:46|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
62956|2023-04-10|10:52:37|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
63055|2023-04-10|12:45:47|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
63770|2023-04-11|10:29:56|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
64174|2023-04-11|19:32:46|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
65496|2023-04-13|10:31:40|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
65738|2023-04-13|15:13:00|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
65847|2023-04-13|18:17:34|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
66529|2023-04-14|14:02:45|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
67582|2023-04-15|18:22:40|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
69114|2023-04-17|10:53:24|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
69951|2023-04-18|10:53:42|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
70287|2023-04-18|18:20:11|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
71065|2023-04-19|14:34:34|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
71097|2023-04-19|15:18:36|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
71194|2023-04-19|18:22:40|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
71343|2023-04-20|08:15:04|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
73070|2023-04-22|08:23:42|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
73214|2023-04-22|10:12:04|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
73277|2023-04-22|10:52:28|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
74287|2023-04-23|14:00:07|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
74661|2023-04-24|07:44:15|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
76920|2023-04-26|14:00:49|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
79758|2023-04-30|08:15:04|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
87059|2023-05-07|09:44:57|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
87776|2023-05-08|07:30:17|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
87858|2023-05-08|08:02:50|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
87981|2023-05-08|08:50:48|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
88032|2023-05-08|09:13:06|2|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
88148|2023-05-08|10:01:12|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
88189|2023-05-08|10:18:15|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
89209|2023-05-09|08:57:44|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
89472|2023-05-09|10:31:17|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
90070|2023-05-10|06:59:36|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
90676|2023-05-10|10:52:37|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
90807|2023-05-10|12:45:47|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
91055|2023-05-10|17:24:17|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
91711|2023-05-11|10:29:56|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
91975|2023-05-11|14:19:59|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
92211|2023-05-11|19:32:46|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
93944|2023-05-13|10:56:57|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
94169|2023-05-13|15:13:00|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
94208|2023-05-13|15:51:35|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
94331|2023-05-13|18:17:34|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
94928|2023-05-14|10:02:07|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
95243|2023-05-14|14:02:45|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
95606|2023-05-15|07:27:34|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
96567|2023-05-15|18:22:40|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
97348|2023-05-16|10:54:49|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
97858|2023-05-16|19:59:51|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
99568|2023-05-18|10:53:42|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
100482|2023-05-19|08:52:22|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
101434|2023-05-20|08:15:04|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
101453|2023-05-20|08:21:01|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
101762|2023-05-20|09:44:30|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
103727|2023-05-22|08:23:42|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
103929|2023-05-22|10:12:04|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
104013|2023-05-22|10:52:28|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
104863|2023-05-23|08:26:23|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
105332|2023-05-23|14:00:07|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
105816|2023-05-24|07:44:15|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
106253|2023-05-24|11:46:58|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
106911|2023-05-25|07:31:58|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
107362|2023-05-25|11:43:48|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
108558|2023-05-26|14:00:49|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
112148|2023-05-30|07:53:09|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
112431|2023-05-30|09:44:57|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
113127|2023-05-31|07:30:17|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
113429|2023-05-31|09:44:57|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
113537|2023-05-31|10:29:56|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
121185|2023-06-07|09:44:57|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
122053|2023-06-08|08:02:50|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
122170|2023-06-08|08:50:48|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
122207|2023-06-08|09:02:19|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
122227|2023-06-08|09:13:06|2|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
122376|2023-06-08|10:18:15|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
122493|2023-06-08|10:54:04|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
122999|2023-06-08|17:48:46|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
123189|2023-06-09|06:56:09|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
123292|2023-06-09|07:45:34|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
123296|2023-06-09|07:46:10|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
124475|2023-06-10|06:59:36|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
124537|2023-06-10|07:17:46|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
125122|2023-06-10|10:52:37|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
125250|2023-06-10|12:45:47|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
125503|2023-06-10|17:24:17|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
126240|2023-06-11|10:29:56|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
126301|2023-06-11|10:54:15|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
126534|2023-06-11|14:19:59|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
128755|2023-06-13|10:56:57|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
128978|2023-06-13|15:13:00|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
129019|2023-06-13|15:51:35|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
129810|2023-06-14|10:02:07|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
130173|2023-06-14|14:02:45|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
130267|2023-06-14|16:05:51|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
130818|2023-06-15|08:52:22|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
131605|2023-06-15|18:22:40|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
131734|2023-06-16|06:47:40|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
132455|2023-06-16|10:54:49|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
133017|2023-06-16|19:59:51|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
134060|2023-06-17|17:54:55|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
134881|2023-06-18|10:53:42|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
135358|2023-06-18|18:20:11|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
136472|2023-06-19|14:34:34|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
136514|2023-06-19|15:18:36|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
137231|2023-06-20|09:44:30|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
137695|2023-06-20|15:01:52|1|3|Astoria|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
137962|2023-06-21|07:08:18|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
139335|2023-06-22|08:23:42|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
139552|2023-06-22|10:12:04|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
139628|2023-06-22|10:52:28|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
140501|2023-06-23|08:26:23|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
141035|2023-06-23|14:00:07|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
141569|2023-06-24|07:44:15|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
142053|2023-06-24|11:46:58|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
142766|2023-06-25|07:31:58|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
143266|2023-06-25|11:43:48|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
144620|2023-06-26|14:00:49|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
145652|2023-06-27|10:57:37|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
148710|2023-06-30|09:13:06|2|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
149003|2023-06-30|10:54:04|1|5|Lower Manhattan|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
149430|2023-06-30|19:32:46|1|8|Hell's Kitchen|1|18.00|Coffee beans|Organic Beans|Brazilian - Organic
4524|2023-01-09|08:23:35|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
4676|2023-01-09|10:11:01|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
5571|2023-01-11|06:09:33|1|5|Lower Manhattan|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
6652|2023-01-12|19:37:21|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
7176|2023-01-13|16:01:39|1|5|Lower Manhattan|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
7637|2023-01-14|10:53:48|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
8042|2023-01-15|08:58:01|1|3|Astoria|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
8768|2023-01-16|09:26:28|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
9253|2023-01-17|07:54:47|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
9837|2023-01-18|08:35:27|1|3|Astoria|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
9947|2023-01-18|09:57:02|1|3|Astoria|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
10053|2023-01-18|11:10:23|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
10475|2023-01-19|09:00:12|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
11156|2023-01-20|10:14:27|1|5|Lower Manhattan|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
11235|2023-01-20|11:44:07|1|5|Lower Manhattan|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
11724|2023-01-21|09:54:12|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
11737|2023-01-21|10:00:31|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
11947|2023-01-21|15:15:57|1|3|Astoria|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
12725|2023-01-23|09:33:18|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
12913|2023-01-23|13:41:32|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
13190|2023-01-24|07:17:52|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
13861|2023-01-25|08:42:38|1|5|Lower Manhattan|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
13921|2023-01-25|09:38:07|1|5|Lower Manhattan|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
14751|2023-01-26|15:28:27|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
14921|2023-01-27|07:41:42|1|5|Lower Manhattan|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
16431|2023-01-30|07:17:52|1|8|Hell's Kitchen|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
16653|2023-01-30|10:54:09|1|3|Astoria|2|18.00|Coffee beans|House blend Beans|Our Old Time Diner Blend
